student_id,major,course_code,subject,course_area,course_type,grade,grade_points,semester_taken,course_level,prerequisite_count,prerequisite_depth,credit_hours,is_lab,graph_centrality,prior_gpa,recent_grade_avg_before,prereq_avg_before,subject_avg_before,area_strength_before,weak_area_flag,strong_area_flag,prior_credits,completed_courses_before,term_credit_load,prerequisite_completed_ratio,course_pressure,latent_area_strength
1,CSE,EECE432,EECE,circuits,core,B-,2.7,3,400,1,2,3.0,0,0.0,2.774,2.763,2.7,2.709,3.0,0,0,31.0,11,13.0,1.0,0.5805,0.617
1,CSE,EECE437,EECE,systems_control,major_elective,C+,2.3,3,400,1,2,3.0,0,0.0,2.768,2.763,2.7,2.708,2.7,0,0,34.0,12,13.0,1.0,0.5805,0.549
1,CSE,EECE490,EECE,lab_project,core,B,3.0,4,400,1,2,3.0,0,0.010526,2.73,2.712,2.7,2.677,1.7,1,0,37.0,13,13.0,1.0,0.581,0.415
1,CSE,EECE412,EECE,computing,major_elective,C+,2.3,4,400,1,3,3.0,0,0.0,2.75,2.8,2.7,2.7,2.814,0,0,40.0,14,13.0,1.0,0.5945,0.528
1,CSE,EECE420,EECE,computing,major_elective,B-,2.7,4,400,1,3,3.0,1,0.0,2.719,2.713,3.0,2.673,2.75,0,0,43.0,15,13.0,1.0,0.6945,0.528
1,CSE,EECE500,EECE,circuits,core,C-,1.7,4,500,1,2,1.0,1,0.010526,2.717,2.713,2.7,2.675,2.85,0,0,46.0,16,13.0,1.0,0.694,0.617
1,CSE,EECE501,EECE,lab_project,core,C-,1.7,4,500,2,3,3.0,1,0.010526,2.696,2.587,2.35,2.618,2.35,0,0,47.0,17,13.0,1.0,0.781,0.415
1,CSE,EECE502,EECE,lab_project,core,C,2.0,5,500,1,4,3.0,1,0.0,2.636,2.463,1.7,2.567,2.133,1,0,50.0,18,17.0,1.0,0.7765,0.415
1,CSE,AROL217,AROL,computing,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.6,2.3,2.6,2.6,2.744,0,0,53.0,19,17.0,1.0,0.3985,0.528
1,CSE,MATH201,MATH,math,support,B,3.0,5,200,0,0,3.0,0,0.021053,2.638,2.375,2.638,2.638,2.638,0,0,56.0,20,17.0,1.0,0.3996,0.448
1,CSE,MATH211,MATH,math,support,B-,2.7,5,200,0,0,3.0,0,0.010526,2.656,2.462,2.656,3.0,3.0,0,0,59.0,21,17.0,1.0,0.399,0.448
1,CSE,MATH218,MATH,math,support,B-,2.7,5,200,0,0,3.0,0,0.0,2.658,2.425,2.658,2.85,2.85,0,0,62.0,22,17.0,1.0,0.3985,0.448
1,CSE,MATH202,MATH,math,support,C+,2.3,5,200,1,1,3.0,0,0.052632,2.66,2.475,3.0,2.8,2.8,0,0,65.0,23,17.0,1.0,0.4331,0.448
1,CSE,CHEM201,CHEM,chem_bio,support,B,3.0,6,200,0,0,3.0,0,0.010526,2.644,2.425,2.644,2.644,2.644,0,0,68.0,24,12.0,1.0,0.399,0.616
1,CSE,FEAA200,FEAA,humanities_business,support,B,3.0,6,200,0,0,3.0,0,0.0,2.659,2.587,2.659,2.659,2.659,0,0,71.0,25,12.0,1.0,0.3985,0.601
1,CSE,PHYS210L,PHYS,physics,support,A-,3.7,6,200,0,0,1.0,1,0.0,2.673,2.75,2.673,2.673,2.673,0,0,74.0,26,12.0,1.0,0.4435,0.814
1,CSE,INDE410,INDE,humanities_business,support,B+,3.3,6,400,0,0,3.0,0,0.0,2.687,2.962,2.687,2.687,3.0,0,0,75.0,27,12.0,1.0,0.5345,0.601
1,CSE,AHIS203,AHIS,humanities_business,general_elective,B-,2.7,6,200,0,0,3.0,0,0.0,2.71,2.962,2.71,2.71,3.15,0,0,78.0,28,12.0,1.0,0.3985,0.601
1,CSE,AROL210,AROL,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.71,2.925,2.71,3.3,3.0,0,0,81.0,29,17.0,1.0,0.3985,0.601
1,CSE,AROL224,AROL,humanities_business,general_elective,B,3.0,7,200,0,0,3.0,0,0.0,2.731,3.0,2.731,3.3,3.075,0,0,84.0,30,17.0,1.0,0.3985,0.601
1,CSE,AROL240,AROL,humanities_business,general_elective,B-,2.7,7,200,0,0,3.0,0,0.0,2.74,3.038,2.74,3.2,3.06,0,0,87.0,31,17.0,1.0,0.3985,0.601
1,CSE,CHLA262,CHLA,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.739,3.087,2.739,2.739,3.0,0,0,90.0,32,17.0,1.0,0.3985,0.601
1,CSE,CVSP202,CVSP,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.757,3.125,2.757,2.757,3.043,0,0,93.0,33,17.0,1.0,0.3985,0.601
1,CSE,HIST201,HIST,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.774,3.163,2.774,2.774,3.075,0,0,96.0,34,17.0,1.0,0.3985,0.601
2,CCE,EECE230,EECE,computing,core,B-,2.7,1,200,0,0,3.0,0,0.021053,2.204,2.204,2.204,2.204,2.204,0,0,0.0,0,16.0,1.0,0.3996,0.76
2,CCE,EECE330,EECE,computing,core,B,3.0,1,300,1,1,3.0,0,0.084211,2.7,2.7,2.7,2.7,2.7,0,0,3.0,1,16.0,1.0,0.5027,0.76
2,CCE,EECE331,EECE,computing,core,B+,3.3,1,300,1,1,3.0,0,0.010526,2.85,2.85,2.7,2.85,2.85,0,0,6.0,2,16.0,1.0,0.499,0.76
2,CCE,EECE332,EECE,computing,core,B-,2.7,1,300,1,2,3.0,0,0.0,3.0,3.0,3.0,3.0,3.0,0,0,9.0,3,16.0,1.0,0.5125,0.76
2,CCE,EECE430,EECE,computing,core,C+,2.3,1,400,1,2,3.0,0,0.0,2.925,2.925,3.3,2.925,2.925,0,0,12.0,4,16.0,1.0,0.5805,0.76
2,CCE,EECE432,EECE,circuits,core,C+,2.3,2,400,1,2,3.0,0,0.0,2.8,2.8,3.0,2.8,2.8,0,0,15.0,5,12.0,1.0,0.5805,0.536
2,CCE,EECE410L,EECE,lab_project,core,B-,2.7,2,400,1,3,1.0,1,0.0,2.717,2.717,2.717,2.717,2.717,0,0,18.0,6,12.0,0.0,0.6395,0.55
2,CCE,EECE500,EECE,circuits,core,C+,2.3,2,500,1,2,1.0,1,0.010526,2.716,2.714,3.0,2.714,2.3,0,0,19.0,7,12.0,1.0,0.694,0.536
2,CCE,AROL217,AROL,computing,general_elective,B+,3.3,2,200,0,0,3.0,0,0.0,2.695,2.662,2.695,2.695,2.8,0,0,20.0,8,12.0,1.0,0.3985,0.76
2,CCE,CMPS211,CMPS,computing,support,B+,3.3,2,200,0,0,3.0,0,0.0,2.774,2.737,2.774,2.774,2.883,0,0,23.0,9,12.0,1.0,0.3985,0.76
2,CCE,MATH218,MATH,math,support,C+,2.3,3,200,0,0,3.0,0,0.0,2.835,2.775,2.835,2.835,2.835,0,0,26.0,10,15.0,1.0,0.3985,0.072
2,CCE,CHEM201,CHEM,chem_bio,support,B+,3.3,3,200,0,0,3.0,0,0.010526,2.779,2.65,2.779,2.779,2.779,0,0,29.0,11,15.0,1.0,0.399,0.544
2,CCE,FEAA200,FEAA,humanities_business,support,B,3.0,3,200,0,0,3.0,0,0.0,2.828,2.725,2.828,2.828,2.828,0,0,32.0,12,15.0,1.0,0.3985,0.806
2,CCE,PHYS210,PHYS,physics,support,B,3.0,3,200,0,0,3.0,0,0.010526,2.843,2.812,2.843,2.843,2.843,0,0,35.0,13,15.0,1.0,0.399,0.773
2,CCE,PHYS210L,PHYS,physics,support,B-,2.7,3,200,0,0,1.0,1,0.0,2.855,2.9,2.855,3.0,3.0,0,0,38.0,14,15.0,1.0,0.4435,0.773
2,CCE,CHEM203,CHEM,chem_bio,support,C,2.0,3,200,1,1,1.0,1,0.0,2.851,2.9,3.3,3.3,3.3,0,1,39.0,15,15.0,1.0,0.4755,0.544
2,CCE,INDE410,INDE,humanities_business,support,B+,3.3,4,400,0,0,3.0,0,0.0,2.83,2.862,2.83,2.83,3.0,0,0,40.0,16,15.0,1.0,0.5345,0.806
2,CCE,AROL201,AROL,humanities_business,general_elective,B+,3.3,4,200,0,0,3.0,0,0.0,2.863,2.862,2.863,3.3,3.15,0,0,43.0,17,15.0,1.0,0.3985,0.806
2,CCE,AROL210,AROL,humanities_business,general_elective,B+,3.3,4,200,0,0,3.0,0,0.0,2.891,2.862,2.891,3.3,3.2,0,0,46.0,18,15.0,1.0,0.3985,0.806
2,CCE,AROL213,AROL,humanities_business,general_elective,B+,3.3,4,200,0,0,3.0,0,0.0,2.916,2.987,2.916,3.3,3.225,0,0,49.0,19,15.0,1.0,0.3985,0.806
2,CCE,AROL214,AROL,humanities_business,general_elective,B-,2.7,4,200,0,0,3.0,0,0.0,2.938,2.987,2.938,3.3,3.24,0,0,52.0,20,15.0,1.0,0.3985,0.806
2,CCE,CHLA214,CHLA,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.925,2.95,2.925,2.925,3.15,0,0,55.0,21,16.0,1.0,0.3985,0.806
2,CCE,CHLA261,CHLA,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.945,2.987,2.945,3.3,3.171,0,0,58.0,22,16.0,1.0,0.3985,0.806
2,CCE,HIST201,HIST,humanities_business,general_elective,B,3.0,5,200,0,0,3.0,0,0.0,2.962,3.062,2.962,2.962,3.188,0,0,61.0,23,16.0,1.0,0.3985,0.806
2,CCE,MUS205,MUS,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.964,3.188,2.964,2.964,3.167,0,0,64.0,24,16.0,1.0,0.3985,0.806
2,CCE,PHIL201,PHIL,humanities_business,general_elective,A-,3.7,5,200,0,0,3.0,0,0.0,2.979,3.188,2.979,2.979,3.18,0,0,67.0,25,16.0,1.0,0.3985,0.806
3,ECE,EECE230,EECE,computing,core,B,3.0,1,200,0,0,3.0,0,0.021053,2.935,2.935,2.935,2.935,2.935,0,0,0.0,0,14.0,1.0,0.3996,0.815
3,ECE,EECE330,EECE,computing,core,B-,2.7,1,300,1,1,3.0,0,0.084211,3.0,3.0,3.0,3.0,3.0,0,0,3.0,1,14.0,1.0,0.5027,0.815
3,ECE,EECE331,EECE,computing,core,B+,3.3,1,300,1,1,3.0,0,0.010526,2.85,2.85,3.0,2.85,2.85,0,0,6.0,2,14.0,1.0,0.499,0.815
3,ECE,EECE338,EECE,circuits,core,B-,2.7,1,300,1,1,3.0,0,0.0,3.0,3.0,3.0,3.0,3.0,0,0,9.0,3,14.0,0.0,0.4985,0.98
3,ECE,EECE332,EECE,computing,core,B+,3.3,1,300,1,2,3.0,0,0.0,2.925,2.925,2.7,2.925,3.0,0,0,12.0,4,14.0,1.0,0.5125,0.815
3,ECE,EECE370,EECE,circuits,core,B-,2.7,2,300,2,2,3.0,0,0.0,3.0,3.0,3.0,3.0,2.7,0,0,15.0,5,15.0,0.0,0.5305,0.98
3,ECE,EECE432,EECE,circuits,core,A,4.0,2,400,1,2,3.0,0,0.0,2.95,2.95,2.7,2.95,2.7,0,0,18.0,6,15.0,1.0,0.5805,0.98
3,ECE,EECE437,EECE,systems_control,major_elective,C+,2.3,2,400,1,2,3.0,0,0.0,3.1,3.1,2.7,3.1,3.1,0,0,21.0,7,15.0,1.0,0.5805,0.526
3,ECE,EECE490,EECE,lab_project,core,B,3.0,2,400,1,2,3.0,0,0.010526,3.0,3.0,2.7,3.0,3.0,0,0,24.0,8,15.0,1.0,0.581,0.893
3,ECE,EECE500,EECE,circuits,core,B+,3.3,2,500,1,2,1.0,1,0.010526,3.0,3.0,2.7,3.0,3.133,0,0,27.0,9,15.0,1.0,0.694,0.98
3,ECE,EECE501,EECE,lab_project,core,C+,2.3,2,500,2,3,3.0,1,0.010526,3.011,3.075,3.15,3.03,3.0,0,0,28.0,10,15.0,1.0,0.781,0.893
3,ECE,EECE502,EECE,lab_project,core,B,3.0,3,500,1,4,3.0,1,0.0,2.942,2.95,2.3,2.964,2.65,0,0,31.0,11,13.0,1.0,0.7765,0.893
3,ECE,ARAB201,ARAB,communication,general_elective,A+,4.3,3,200,0,0,3.0,0,0.0,2.947,2.987,2.947,2.947,2.947,0,0,34.0,12,13.0,1.0,0.3985,0.924
3,ECE,MATH201,MATH,math,support,B,3.0,3,200,0,0,3.0,0,0.021053,3.057,3.112,3.057,3.057,3.057,0,0,37.0,13,13.0,1.0,0.3996,0.98
3,ECE,MATH218,MATH,math,support,A,4.0,3,200,0,0,3.0,0,0.0,3.052,3.15,3.052,3.0,3.0,0,0,40.0,14,13.0,1.0,0.3985,0.98
4,ECE,EECE210,EECE,circuits,core,C+,2.3,1,200,0,0,3.0,0,0.052632,2.814,2.814,2.814,2.814,2.814,0,0,0.0,0,17.0,1.0,0.4011,0.658
4,ECE,EECE230,EECE,computing,core,C,2.0,1,200,0,0,3.0,0,0.021053,2.3,2.3,2.3,2.3,2.3,0,0,3.0,1,17.0,1.0,0.3996,0.421
4,ECE,EECE290,EECE,circuits,core,C+,2.3,1,200,0,0,3.0,0,0.010526,2.15,2.15,2.15,2.15,2.3,0,0,6.0,2,17.0,1.0,0.399,0.658
4,ECE,EECE211,EECE,lab_project,core,C,2.0,1,200,1,1,1.0,1,0.0,2.2,2.2,2.3,2.2,2.2,0,0,9.0,3,17.0,1.0,0.4755,0.38
4,ECE,EECE320,EECE,systems_control,core,C+,2.3,1,300,1,1,3.0,0,0.042105,2.18,2.15,2.3,2.15,2.18,0,0,10.0,4,17.0,1.0,0.5006,0.411
4,ECE,EECE330,EECE,computing,core,C+,2.3,1,300,1,1,3.0,0,0.084211,2.208,2.18,2.0,2.18,2.0,1,0,13.0,5,17.0,1.0,0.5027,0.421
4,ECE,EECE331,EECE,computing,core,B-,2.7,2,300,1,1,3.0,0,0.010526,2.225,2.2,2.0,2.2,2.15,1,0,16.0,6,14.0,1.0,0.499,0.421
4,ECE,EECE321,EECE,computing,core,C+,2.3,2,300,1,2,3.0,0,0.031579,2.3,2.271,2.3,2.271,2.333,0,0,19.0,7,14.0,1.0,0.5141,0.421
4,ECE,EECE332,EECE,computing,core,B,3.0,2,300,1,2,3.0,0,0.0,2.3,2.275,2.3,2.275,2.325,0,0,22.0,8,14.0,1.0,0.5125,0.421
4,ECE,EECE334,EECE,computing,core,C+,2.3,2,300,1,2,3.0,0,0.010526,2.384,2.362,2.3,2.356,2.46,0,0,25.0,9,14.0,1.0,0.513,0.421
4,ECE,EECE430,EECE,computing,core,B+,3.3,2,400,1,2,3.0,0,0.0,2.375,2.4,2.7,2.35,2.433,0,0,28.0,10,14.0,1.0,0.5805,0.421
4,ECE,EECE490,EECE,lab_project,core,C+,2.3,3,400,1,2,3.0,0,0.010526,2.465,2.525,2.3,2.436,2.0,1,0,31.0,11,15.0,1.0,0.581,0.38
4,ECE,EECE412,EECE,computing,major_elective,C,2.0,3,400,1,3,3.0,0,0.0,2.45,2.562,2.3,2.425,2.557,0,0,34.0,12,15.0,1.0,0.5945,0.421
4,ECE,EECE462,EECE,systems_control,major_elective,D+,1.3,3,400,1,3,3.0,1,0.0,2.414,2.525,2.3,2.392,2.3,0,0,37.0,13,15.0,1.0,0.6945,0.411
4,ECE,ARAB201,ARAB,communication,general_elective,B+,3.3,3,200,0,0,3.0,0,0.0,2.33,2.4,2.33,2.33,2.33,0,0,40.0,14,15.0,1.0,0.3985,0.768
4,ECE,MATH201,MATH,math,support,B,3.0,3,200,0,0,3.0,0,0.021053,2.398,2.475,2.398,2.398,2.398,0,0,43.0,15,15.0,1.0,0.3996,0.807
4,ECE,MATH211,MATH,math,support,B+,3.3,4,200,0,0,3.0,0,0.010526,2.437,2.562,2.437,3.0,3.0,0,0,46.0,16,14.0,1.0,0.399,0.807
4,ECE,MATH218,MATH,math,support,B+,3.3,4,200,0,0,3.0,0,0.0,2.49,2.6,2.49,3.15,3.15,0,0,49.0,17,14.0,1.0,0.3985,0.807
4,ECE,PHYS210,PHYS,physics,support,B,3.0,4,200,0,0,3.0,0,0.010526,2.537,2.725,2.537,2.537,2.537,0,0,52.0,18,14.0,1.0,0.399,0.74
4,ECE,PHYS210L,PHYS,physics,support,B-,2.7,4,200,0,0,1.0,1,0.0,2.562,2.688,2.562,3.0,3.0,0,0,55.0,19,14.0,1.0,0.4435,0.74
4,ECE,CHEM201,CHEM,chem_bio,support,C+,2.3,4,200,0,0,3.0,0,0.010526,2.564,2.737,2.564,2.564,2.564,0,0,56.0,20,14.0,1.0,0.399,0.582
4,ECE,CHEM203,CHEM,chem_bio,support,B-,2.7,5,200,1,1,1.0,1,0.0,2.551,2.775,2.3,2.3,2.3,0,0,59.0,21,12.0,1.0,0.4755,0.582
4,ECE,INDE301,INDE,humanities_business,support,B+,3.3,5,300,0,0,3.0,0,0.0,2.553,2.95,2.553,2.553,2.553,0,0,60.0,22,12.0,1.0,0.4665,0.661
4,ECE,AROL210,AROL,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.589,2.95,2.589,2.589,3.3,0,1,63.0,23,12.0,1.0,0.3985,0.661
4,ECE,AROL211,AROL,humanities_business,general_elective,B-,2.7,5,200,0,0,3.0,0,0.0,2.621,2.987,2.621,3.3,3.3,0,1,66.0,24,12.0,1.0,0.3985,0.661
4,ECE,AROL214,AROL,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.625,2.913,2.625,3.0,3.1,0,0,69.0,25,12.0,1.0,0.3985,0.661
4,ECE,AROL224,AROL,humanities_business,general_elective,B+,3.3,6,200,0,0,3.0,0,0.0,2.653,2.912,2.653,3.1,3.15,0,0,72.0,26,12.0,1.0,0.3985,0.661
4,ECE,CHLA261,CHLA,humanities_business,general_elective,B-,2.7,6,200,0,0,3.0,0,0.0,2.679,2.95,2.679,2.679,3.18,0,0,75.0,27,12.0,1.0,0.3985,0.661
4,ECE,CHLA262,CHLA,humanities_business,general_elective,B+,3.3,6,200,0,0,3.0,0,0.0,2.679,2.95,2.679,2.7,3.1,0,0,78.0,28,12.0,1.0,0.3985,0.661
4,ECE,ECON211,ECON,humanities_business,general_elective,B+,3.3,6,200,0,0,3.0,0,0.0,2.702,3.075,2.702,2.702,3.129,0,0,81.0,29,12.0,1.0,0.3985,0.661
4,ECE,ENGL203,ENGL,humanities_business,general_elective,B-,2.7,7,200,0,0,3.0,0,0.010526,2.724,3.15,2.724,2.724,3.15,0,0,84.0,30,15.0,1.0,0.399,0.661
4,ECE,MUS205,MUS,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.723,3.075,2.723,2.723,3.1,0,0,87.0,31,15.0,1.0,0.3985,0.661
4,ECE,SOAN201,SOAN,humanities_business,general_elective,B+,3.3,7,200,0,0,3.0,0,0.0,2.742,3.075,2.742,2.742,3.12,0,0,90.0,32,15.0,1.0,0.3985,0.661
5,CSE,EECE210,EECE,circuits,core,C+,2.3,1,200,0,0,3.0,0,0.052632,3.14,3.14,3.14,3.14,3.14,0,0,0.0,0,16.0,1.0,0.4011,0.744
5,CSE,EECE230,EECE,computing,core,C+,2.3,1,200,0,0,3.0,0,0.021053,2.3,2.3,2.3,2.3,2.3,0,0,3.0,1,16.0,1.0,0.3996,0.534
5,CSE,EECE290,EECE,circuits,core,B+,3.3,1,200,0,0,3.0,0,0.010526,2.3,2.3,2.3,2.3,2.3,0,0,6.0,2,16.0,1.0,0.399,0.744
5,CSE,EECE320,EECE,systems_control,core,B,3.0,1,300,1,1,3.0,0,0.042105,2.633,2.633,3.3,2.633,2.633,0,0,9.0,3,16.0,1.0,0.5006,0.98
5,CSE,EECE331,EECE,computing,core,C,2.0,1,300,1,1,3.0,0,0.010526,2.725,2.725,2.3,2.725,2.3,0,0,12.0,4,16.0,1.0,0.499,0.534
5,CSE,EECE321,EECE,computing,core,C+,2.3,2,300,1,2,3.0,0,0.031579,2.58,2.58,3.0,2.58,2.15,1,0,15.0,5,14.0,1.0,0.5141,0.534
5,CSE,EECE334,EECE,computing,core,B,3.0,2,300,1,2,3.0,0,0.010526,2.533,2.533,3.0,2.533,2.2,1,0,18.0,6,14.0,1.0,0.513,0.534
5,CSE,EECE471,EECE,circuits,major_elective,B-,2.7,2,400,1,1,3.0,0,0.010526,2.6,2.6,2.3,2.6,2.8,0,0,21.0,7,14.0,1.0,0.567,0.744
5,CSE,EECE430,EECE,computing,core,B-,2.7,2,400,1,2,3.0,0,0.0,2.612,2.612,2.0,2.612,2.4,0,0,24.0,8,14.0,1.0,0.5805,0.534
5,CSE,EECE476,EECE,systems_control,major_elective,B+,3.3,2,400,1,2,3.0,0,0.0,2.622,2.662,2.7,2.622,3.0,0,0,27.0,9,14.0,1.0,0.5805,0.98
5,CSE,EECE412,EECE,computing,major_elective,C+,2.3,3,400,1,3,3.0,0,0.0,2.69,2.787,3.0,2.69,2.46,0,0,30.0,10,12.0,1.0,0.5945,0.534
5,CSE,EECE420,EECE,computing,major_elective,B+,3.3,3,400,1,3,3.0,1,0.0,2.655,2.663,2.3,2.655,2.433,0,0,33.0,11,12.0,1.0,0.6945,0.534
5,CSE,CMPS211,CMPS,computing,support,B+,3.3,3,200,0,0,3.0,0,0.0,2.708,2.7,2.708,2.708,2.557,0,0,36.0,12,12.0,1.0,0.3985,0.534
5,CSE,MATH211,MATH,math,support,C,2.0,3,200,0,0,3.0,0,0.010526,2.754,2.862,2.754,2.754,2.754,0,0,39.0,13,12.0,1.0,0.399,0.258
5,CSE,MATH218,MATH,math,support,B-,2.7,4,200,0,0,3.0,0,0.0,2.7,2.825,2.7,2.0,2.0,1,0,42.0,14,12.0,1.0,0.3985,0.258
5,CSE,FEAA200,FEAA,humanities_business,support,B-,2.7,4,200,0,0,3.0,0,0.0,2.7,2.788,2.7,2.7,2.7,0,0,45.0,15,12.0,1.0,0.3985,0.553
5,CSE,PHYS210,PHYS,physics,support,A,4.0,4,200,0,0,3.0,0,0.010526,2.7,2.787,2.7,2.7,2.7,0,0,48.0,16,12.0,1.0,0.399,0.98
5,CSE,INDE410,INDE,humanities_business,support,B-,2.7,4,400,0,0,3.0,0,0.0,2.776,2.95,2.776,2.776,2.7,0,0,51.0,17,12.0,1.0,0.5345,0.553
5,CSE,AROL211,AROL,humanities_business,general_elective,B,3.0,5,200,0,0,3.0,0,0.0,2.772,2.875,2.772,2.772,2.7,0,0,54.0,18,14.0,1.0,0.3985,0.553
5,CSE,CHLA211,CHLA,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.784,2.963,2.784,2.784,2.8,0,0,57.0,19,14.0,1.0,0.3985,0.553
5,CSE,CVSP202,CVSP,humanities_business,general_elective,B+,3.3,5,200,0,0,3.0,0,0.0,2.81,2.962,2.81,2.81,2.925,0,0,60.0,20,14.0,1.0,0.3985,0.553
5,CSE,ECON211,ECON,humanities_business,general_elective,B-,2.7,5,200,0,0,3.0,0,0.0,2.833,2.963,2.833,2.833,3.0,0,0,63.0,21,14.0,1.0,0.3985,0.553
5,CSE,SOAN203,SOAN,humanities_business,general_elective,B,3.0,5,200,0,0,3.0,0,0.0,2.827,3.05,2.827,2.827,2.95,0,0,66.0,22,14.0,1.0,0.3985,0.553
6,ECE,EECE210,EECE,circuits,core,B-,2.7,1,200,0,0,3.0,0,0.052632,2.746,2.746,2.746,2.746,2.746,0,0,0.0,0,17.0,1.0,0.4011,0.453
6,ECE,EECE230,EECE,computing,core,B+,3.3,1,200,0,0,3.0,0,0.021053,2.7,2.7,2.7,2.7,2.7,0,0,3.0,1,17.0,1.0,0.3996,0.585
6,ECE,EECE290,EECE,circuits,core,C,2.0,1,200,0,0,3.0,0,0.010526,3.0,3.0,3.0,3.0,2.7,0,0,6.0,2,17.0,1.0,0.399,0.453
6,ECE,EECE211,EECE,lab_project,core,B,3.0,1,200,1,1,1.0,1,0.0,2.667,2.667,2.7,2.667,2.667,0,0,9.0,3,17.0,1.0,0.4755,0.514
6,ECE,EECE320,EECE,systems_control,core,C+,2.3,1,300,1,1,3.0,0,0.042105,2.7,2.75,2.0,2.75,2.7,0,0,10.0,4,17.0,1.0,0.5006,0.498
6,ECE,EECE330,EECE,computing,core,C+,2.3,1,300,1,1,3.0,0,0.084211,2.608,2.66,3.3,2.66,3.3,0,1,13.0,5,17.0,1.0,0.5027,0.585
6,ECE,EECE321,EECE,computing,core,B,3.0,2,300,1,2,3.0,0,0.031579,2.55,2.6,2.3,2.6,2.8,0,0,16.0,6,14.0,1.0,0.5141,0.585
6,ECE,EECE332,EECE,computing,core,B-,2.7,2,300,1,2,3.0,0,0.0,2.621,2.657,2.3,2.657,2.867,0,0,19.0,7,14.0,1.0,0.5125,0.585
6,ECE,EECE334,EECE,computing,core,C+,2.3,2,300,1,2,3.0,0,0.010526,2.632,2.663,2.3,2.663,2.825,0,0,22.0,8,14.0,1.0,0.513,0.585
6,ECE,EECE350,EECE,computing,core,B-,2.7,2,300,2,2,3.0,0,0.031579,2.592,2.612,2.3,2.622,2.72,0,0,25.0,9,14.0,1.0,0.5321,0.585
6,ECE,EECE351,EECE,systems_control,core,C+,2.3,2,300,2,2,3.0,0,0.010526,2.604,2.537,2.3,2.63,2.3,0,0,28.0,10,14.0,1.0,0.531,0.498
6,ECE,EECE471,EECE,circuits,major_elective,C+,2.3,3,400,1,1,3.0,0,0.010526,2.574,2.575,2.7,2.6,2.35,0,0,31.0,11,16.0,1.0,0.567,0.453
