student_id,course_code,grade,grade_points
23,ENGR204,C+,2.3
23,STAT302,A-,3.7
24,MED303,D,1.0
24,BUS101,D,1.0
24,SOC401,D,1.0
24,PSYC101,F,0.0
24,CS206,F,0.0
24,PHYS205,F,0.0
24,ECON101,D,1.0
24,CHEM102,D,1.0
24,MATH207,F,0.0
24,ART402,F,0.0
24,SOC301,F,0.0
24,POL102,D+,1.3
24,MATH203,F,0.0
24,CS307,C,2.0
24,STAT203,C-,1.7
24,MUS204,D+,1.3
24,ECE204,D,1.0
25,PHIL102,C-,1.7
25,MUS101,D+,1.3
25,CS203,C-,1.7
25,CS401,C,2.0
25,CS205,C+,2.3
25,MUS402,D,1.0
25,STAT303,D,1.0
25,PSYC202,C,2.0
25,MATH304,F,0.0
25,ART402,F,0.0
25,ART304,B,3.0
25,CS302,F,0.0
25,MATH105,D+,1.3
25,PHYS303,D+,1.3
25,LAW103,C+,2.3
26,CHEM201,A-,3.7
26,ECE202,B-,2.7
26,MATH202,A-,3.7
26,MUS302,A-,3.7
26,CS304,C,2.0
26,PHYS201,B+,3.3
26,MUS104,B+,3.3
26,ENGR203,B+,3.3
26,HIST201,A,4.0
26,STAT201,B,3.0
26,ENGR101,B,3.0
26,SOC101,A-,3.7
26,MATH204,B+,3.3
26,POL204,B-,2.7
26,MUS304,B-,2.7
26,LAW401,B+,3.3
26,PSYC203,A-,3.7
27,MED302,C-,1.7
27,STAT101,C+,2.3
27,SOC204,C+,2.3
27,CS402,D,1.0
27,CHEM201,C,2.0
27,BIO102,C+,2.3
27,POL204,C+,2.3
27,BIO101,C,2.0
27,ART104,C,2.0
27,ENGR101,C+,2.3
27,CS401,C,2.0
27,MED202,B-,2.7
27,LAW204,C+,2.3
27,CHEM101,C,2.0
27,MATH203,C-,1.7
27,STAT303,C,2.0
27,BUS203,C,2.0
27,PHYS201,C-,1.7
27,LAW102,B-,2.7
28,STAT301,C+,2.3
28,BUS301,B+,3.3
28,ECON101,A-,3.7
28,PHIL202,B+,3.3
28,MATH206,A,4.0
28,PHYS101,B,3.0
28,MUS101,B+,3.3
28,BIO202,B,3.0
28,ECE304,A-,3.7
28,POL302,B-,2.7
28,POL204,B+,3.3
28,BUS102,A,4.0
28,ENGR301,C,2.0
28,MATH102,A,4.0
28,ECE205,B,3.0
28,MUS302,A-,3.7
28,LAW302,A,4.0
28,SOC301,C+,2.3
28,ART104,A,4.0
28,CHEM401,B,3.0
28,MED103,A-,3.7
28,LAW204,B-,2.7
28,CS403,A-,3.7
28,CS304,B,3.0
28,PHYS204,B-,2.7
28,CS305,C,2.0
28,MATH402,C+,2.3
28,CS406,B+,3.3
28,BIO203,B+,3.3
28,ENGR103,B+,3.3
29,ART401,C,2.0
29,ECON202,F,0.0
29,PHYS301,F,0.0
29,LAW403,D,1.0
29,BIO202,C,2.0
29,MUS101,D,1.0
29,MED303,F,0.0
29,LAW103,C-,1.7
29,ART302,D+,1.3
29,PSYC301,C,2.0
29,ART205,C-,1.7
29,CS201,C-,1.7
29,ENGL101,D+,1.3
29,BIO204,C-,1.7
29,ECE101,F,0.0
29,MUS103,D+,1.3
29,ART201,F,0.0
29,CHEM103,D,1.0
29,MATH307,C-,1.7
29,ART101,C,2.0
30,ECE305,C-,1.7
30,BIO302,C+,2.3
30,PHIL101,A-,3.7
30,CS402,C+,2.3
30,ART102,B,3.0
30,STAT201,B+,3.3
30,POL402,C+,2.3
30,PHIL301,C+,2.3
30,SOC304,C,2.0
30,MED101,B+,3.3
30,CS302,B,3.0
30,ART104,B,3.0
30,BUS201,B+,3.3
30,HIST301,B-,2.7
30,ART103,C,2.0
30,PHYS205,C-,1.7
30,BUS302,C,2.0
30,CHEM302,C,2.0
30,ENGR201,C+,2.3
30,CS203,B-,2.7
30,MED203,A-,3.7
30,POL203,C+,2.3
30,MATH303,B+,3.3
30,CHEM303,B,3.0
30,CHEM301,B-,2.7
30,MUS205,C,2.0
30,MED202,B+,3.3
30,PHIL201,C+,2.3
30,SOC401,C+,2.3
31,BUS102,C+,2.3
31,MATH102,C,2.0
31,CS402,C+,2.3
31,BIO204,C,2.0
31,MED302,C+,2.3
31,MATH403,D,1.0
31,ECON202,C-,1.7
31,MED401,C-,1.7
31,STAT202,C,2.0
31,MUS303,C+,2.3
31,LAW103,B-,2.7
31,BIO302,C-,1.7
31,MUS102,C,2.0
31,LAW402,B,3.0
31,ECE204,C-,1.7
31,BUS203,C+,2.3
31,LAW203,C+,2.3
31,MED203,C,2.0
31,MUS101,B-,2.7
31,CS201,C,2.0
32,MUS402,D,1.0
32,PHYS302,F,0.0
32,BIO201,F,0.0
32,MATH403,F,0.0
32,POL102,F,0.0
32,ECON203,F,0.0
32,MUS202,D,1.0
32,SOC101,F,0.0
32,BIO301,F,0.0
32,LAW303,F,0.0
32,PHIL202,C+,2.3
32,PHIL102,D+,1.3
32,CS406,F,0.0
32,ENGL101,C,2.0
32,LAW103,F,0.0
32,CHEM204,D,1.0
32,CHEM303,F,0.0
32,CS201,F,0.0
33,CS203,C,2.0
33,BUS101,B,3.0
33,ECON202,B,3.0
33,CS103,C+,2.3
33,CHEM302,C-,1.7
33,CS306,B-,2.7
33,POL101,B-,2.7
33,BUS201,C-,1.7
33,CS104,C+,2.3
33,MED101,C+,2.3
33,ECE302,B+,3.3
33,ART202,C-,1.7
33,BIO102,C-,1.7
33,PSYC302,D+,1.3
33,ECE403,C-,1.7
33,BUS203,B-,2.7
33,MATH402,C+,2.3
33,ENGL102,B-,2.7
33,LAW302,C,2.0
33,PHYS301,C-,1.7
33,MED102,B,3.0
33,CHEM103,C-,1.7
33,ECON401,B-,2.7
33,CS101,C,2.0
33,CS207,C+,2.3
33,LAW202,C-,1.7
33,ECE401,B,3.0
33,SOC302,C,2.0
34,PHIL201,C,2.0
34,ART302,F,0.0
34,HIST101,C+,2.3
34,LAW401,C+,2.3
34,ENGL100,C,2.0
34,MATH305,C,2.0
34,MATH104,B-,2.7
34,MED203,C,2.0
34,PHYS104,D,1.0
34,ECE202,C+,2.3
34,ENGL202,C,2.0
34,STAT203,C,2.0
34,CHEM401,D,1.0
34,STAT301,C-,1.7
34,CS402,C,2.0
34,CS401,D,1.0
34,POL401,C+,2.3
34,ECON401,C+,2.3
34,LAW201,C+,2.3
34,ENGR203,B+,3.3
34,ART204,B-,2.7
34,MED401,C,2.0
34,LAW304,B-,2.7
34,MED402,F,0.0
34,PHIL202,C-,1.7
34,MED302,F,0.0
34,BUS301,C-,1.7
34,ART301,C,2.0
34,SOC301,D,1.0
34,LAW403,C,2.0
34,BIO102,B-,2.7
34,PHYS304,D,1.0
35,LAW201,C+,2.3
35,PSYC203,C,2.0
35,ENGL100,B-,2.7
35,ECE304,D,1.0
35,ECON401,C,2.0
35,CHEM301,C-,1.7
35,SOC203,B-,2.7
35,BUS202,B-,2.7
35,ECON203,C+,2.3
35,BUS102,C+,2.3
35,ART301,D,1.0
35,ENGR103,B-,2.7
35,BIO101,C+,2.3
35,ENGL302,C+,2.3
35,LAW401,C+,2.3
35,ECE102,C,2.0
35,SOC402,B-,2.7
35,ENGR101,C+,2.3
35,PSYC301,B+,3.3
35,PHIL202,D+,1.3
35,BUS301,B+,3.3
35,MATH305,C-,1.7
35,PHYS302,D+,1.3
35,ENGR204,F,0.0
35,ECON303,F,0.0
35,MUS303,D+,1.3
35,STAT101,C-,1.7
36,PSYC302,F,0.0
36,LAW402,F,0.0
36,ECE403,D,1.0
36,ENGR203,D,1.0
36,CS105,C,2.0
36,MUS102,C-,1.7
36,MUS203,C,2.0
36,PSYC102,F,0.0
36,POL303,D,1.0
36,PHIL202,D+,1.3
36,MATH305,D,1.0
36,MATH402,F,0.0
36,MED201,D,1.0
36,MED302,F,0.0
36,CS405,F,0.0
36,POL202,D+,1.3
36,HIST102,D,1.0
36,ECE103,D,1.0
37,POL203,F,0.0
37,ART203,D,1.0
37,MATH304,D,1.0
37,ENGL202,F,0.0
37,MED101,F,0.0
37,PHIL101,C-,1.7
37,MATH307,D,1.0
37,MATH204,D,1.0
37,STAT303,D,1.0
37,MATH205,C+,2.3
37,ENGL301,D,1.0
37,CHEM101,D+,1.3
37,MED103,D,1.0
37,CHEM302,F,0.0
37,CS406,C+,2.3
37,POL401,C+,2.3
37,ENGL302,D,1.0
37,HIST301,C-,1.7
37,HIST102,C-,1.7
37,PSYC203,F,0.0
37,ART102,C-,1.7
37,LAW202,D+,1.3
37,CHEM303,F,0.0
38,HIST301,B-,2.7
38,ART303,B-,2.7
38,MATH101,B,3.0
38,BIO302,B,3.0
38,LAW301,A-,3.7
38,ECE401,B-,2.7
38,MED204,B+,3.3
38,MATH301,B-,2.7
38,MUS102,C+,2.3
38,BIO303,B,3.0
38,STAT101,B+,3.3
38,CS304,B,3.0
38,POL201,C+,2.3
38,ECE104,B+,3.3
38,CS204,A-,3.7
39,LAW401,D,1.0
39,BUS101,F,0.0
39,STAT202,F,0.0
39,PHYS103,D,1.0
39,CS307,F,0.0
39,ECE204,F,0.0
39,ECE103,F,0.0
39,ENGR102,D,1.0
39,POL201,F,0.0
39,ECE403,F,0.0
39,PHYS205,D,1.0
39,CS402,D,1.0
39,POL302,F,0.0
39,PHYS101,F,0.0
39,ECON202,D,1.0
40,CS202,D,1.0
40,ECE205,D,1.0
40,CS404,C-,1.7
40,BUS302,D,1.0
40,STAT203,B,3.0
40,CS103,C+,2.3
40,CS105,D+,1.3
40,CS201,C,2.0
40,ECON303,C-,1.7
40,CS206,F,0.0
40,PHYS305,C-,1.7
40,PHYS102,D+,1.3
40,PHYS104,D+,1.3
40,MATH102,C,2.0
40,ECE102,D,1.0
40,SOC301,C-,1.7
40,SOC402,D,1.0
40,MED201,B-,2.7
40,PHYS302,F,0.0
40,ENGR204,C,2.0
40,MATH203,F,0.0
40,ECE204,D,1.0
40,MUS402,D,1.0
40,PHIL101,B-,2.7
41,CS207,C-,1.7
41,ENGR301,C+,2.3
41,BIO204,C,2.0
41,ECE102,C-,1.7
41,POL401,D+,1.3
41,ENGR203,C-,1.7
41,MATH304,D,1.0
41,ECON301,C,2.0
41,PHIL302,C+,2.3
41,LAW401,D,1.0
41,MED202,B-,2.7
41,BUS302,B,3.0
41,MATH101,B-,2.7
41,ECON302,C+,2.3
41,ENGR201,F,0.0
41,CS301,B+,3.3
41,PHYS401,C-,1.7
41,MUS304,B-,2.7
41,POL203,C,2.0
41,ECE202,B-,2.7
41,LAW203,C+,2.3
41,CHEM301,C+,2.3
41,MUS201,C,2.0
41,MED101,C+,2.3
41,BIO201,D+,1.3
41,PHYS201,D,1.0
41,BIO301,C-,1.7
41,LAW201,D,1.0
41,ECE301,B-,2.7
41,BUS201,C+,2.3
41,MED301,C,2.0
41,PHYS305,D,1.0
41,ECE305,C+,2.3
42,ECON303,C+,2.3
42,PSYC401,A-,3.7
42,ECE203,C+,2.3
42,CS201,A-,3.7
42,MATH306,C,2.0
42,MUS204,A-,3.7
42,PHIL301,C+,2.3
42,POL304,B,3.0
42,MATH201,C,2.0
42,PHIL102,A,4.0
42,MATH304,C+,2.3
42,CS206,B,3.0
42,MED303,C+,2.3
42,BUS102,B,3.0
42,CS102,B,3.0
42,MATH106,B-,2.7
42,ECE402,B,3.0
42,MED402,B+,3.3
42,ART303,B-,2.7
42,LAW304,B,3.0
42,PHYS305,B+,3.3
42,ECE303,B,3.0
43,SOC102,C+,2.3
43,ECON201,C-,1.7
43,PHYS304,D,1.0
43,SOC204,B-,2.7
43,MATH207,C,2.0
43,CHEM102,C+,2.3
43,ART101,D+,1.3
43,ECON302,F,0.0
43,PHYS301,C-,1.7
43,MUS102,D+,1.3
43,MED202,B-,2.7
43,STAT202,D,1.0
43,STAT201,C+,2.3
43,ECE304,C+,2.3
43,MUS205,B-,2.7
43,MED401,C-,1.7
43,MATH204,D+,1.3
43,ECON401,C-,1.7
43,PHYS401,D,1.0
43,LAW103,C+,2.3
43,ENGR401,F,0.0
43,ECE101,F,0.0
43,PHYS203,D,1.0
43,BUS102,C+,2.3
43,MATH304,B+,3.3
43,PHYS201,F,0.0
43,HIST301,D,1.0
43,MED301,F,0.0
43,MATH201,C,2.0
44,CHEM303,C,2.0
44,CS207,D,1.0
44,MATH201,B-,2.7
44,PHIL101,C-,1.7
44,PSYC203,C-,1.7
44,PHYS401,F,0.0
44,PSYC301,B-,2.7
44,PHYS302,C+,2.3
44,ECE205,C,2.0
44,STAT201,C-,1.7
44,PHIL302,C+,2.3
44,POL102,B+,3.3
44,ENGR102,B-,2.7
44,HIST301,C,2.0
44,MUS102,C+,2.3
44,ENGR301,C+,2.3
44,HIST302,C-,1.7
44,ECE103,C+,2.3
44,ECON301,C+,2.3
44,ECE102,B-,2.7
44,SOC303,C-,1.7
44,ECE305,D,1.0
44,LAW202,C+,2.3
